Year,Tournaments,Sec,Date,Kick-off,Home,Score,Away,Venue,Att.,Score_Home,Score_Away,Result_Home,Result_Away
2017,J1,1st Day 1st Sec,2017-02-25 12:35:00,12:35,Yokohama F･M,3-2,Urawa,Nissan.S,39284,3,2,WIN,LOSS
2017,J1,1st Day 1st Sec,2017-02-25 14:04:00,14:04,Shimizu,0-1,Kobe,IAI.S,17861,0,1,LOSS,WIN
2017,J1,1st Day 1st Sec,2017-02-25 14:04:00,14:04,Kashima,0-1,FC-Tokyo,Kashima,28240,0,1,LOSS,WIN
2017,J1,1st Day 1st Sec,2017-02-25 14:04:00,14:04,Sendai,1-0,Sapporo,Yurtec.S,17230,1,0,WIN,LOSS
2017,J1,1st Day 1st Sec,2017-02-25 14:04:00,14:04,Hiroshima,1-1,Niigata,EDION Stadium.H,17545,1,1,DRAW,DRAW
2017,J1,1st Day 1st Sec,2017-02-25 14:05:00,14:05,Tosu,1-3,Kashiwa,Best Amenity.S,14355,1,3,LOSS,WIN
2017,J1,1st Day 1st Sec,2017-02-25 15:03:00,15:03,C-Osaka,0-0,Iwata,YANMAR STADIUM,33208,0,0,DRAW,DRAW
2017,J1,1st Day 1st Sec,2017-02-25 16:03:00,16:03,Omiya,0-2,Kawasaki-F,NACK5.S,11962,0,2,LOSS,WIN
2017,J1,2nd Day 1st Sec,2017-02-26 17:03:00,17:03,G-Osaka,1-1,Kofu,Suita S,21284,1,1,DRAW,DRAW
2017,J1,1st Day 2nd Sec,2017-03-04 14:01:00,14:01,Urawa,3-1,C-Osaka,Saitama.S,43826,3,1,WIN,LOSS
2017,J1,1st Day 2nd Sec,2017-03-04 14:04:00,14:04,Kofu,0-1,Kashima,Yamanashibank.S,13199,0,1,LOSS,WIN
2017,J1,1st Day 2nd Sec,2017-03-04 14:04:00,14:04,Hiroshima,0-1,Shimizu,EDION Stadium.H,13489,0,1,LOSS,WIN
2017,J1,1st Day 2nd Sec,2017-03-04 15:03:00,15:03,Iwata,0-1,Sendai,Yamaha,14554,0,1,LOSS,WIN
2017,J1,1st Day 2nd Sec,2017-03-04 15:04:00,15:04,FC-Tokyo,2-0,Omiya,Ajinomoto,27259,2,0,WIN,LOSS
2017,J1,1st Day 2nd Sec,2017-03-04 16:03:00,16:03,Kobe,2-1,Niigata,NOEVIR.S,25278,2,1,WIN,LOSS
2017,J1,1st Day 2nd Sec,2017-03-04 19:03:00,19:03,Yokohama F･M,3-0,Sapporo,NHK Mitsuzawa.F,12740,3,0,WIN,LOSS
2017,J1,2nd Day 2nd Sec,2017-03-05 15:03:00,15:03,Kashiwa,1-3,G-Osaka,Kashiwa,13649,1,3,LOSS,WIN
2017,J1,2nd Day 2nd Sec,2017-03-05 17:03:00,17:03,Kawasaki-F,1-1,Tosu,Todoroki,22705,1,1,DRAW,DRAW
2017,J1,1st Day 3rd Sec,2017-03-10 19:03:00,19:03,Kashima,1-0,Yokohama F･M,Kashima,12537,1,0,WIN,LOSS
2017,J1,1st Day 3rd Sec,2017-03-10 19:03:00,19:03,Kawasaki-F,2-1,Kashiwa,Todoroki,18608,2,1,WIN,LOSS
2017,J1,1st Day 3rd Sec,2017-03-10 19:33:00,19:33,Urawa,4-1,Kofu,Saitama.S,22711,4,1,WIN,LOSS
2017,J1,2nd Day 3rd Sec,2017-03-11 15:04:00,15:04,Omiya,1-2,Iwata,NACK5.S,11943,1,2,LOSS,WIN
2017,J1,2nd Day 3rd Sec,2017-03-11 15:05:00,15:05,Tosu,1-0,Hiroshima,Best Amenity.S,13004,1,0,WIN,LOSS
2017,J1,2nd Day 3rd Sec,2017-03-11 15:06:00,15:06,Sapporo,1-1,C-Osaka,Sapporo.D,21760,1,1,DRAW,DRAW
2017,J1,2nd Day 3rd Sec,2017-03-11 15:35:00,15:35,Niigata,0-2,Shimizu,DENKA BIG SWAN,31014,0,2,LOSS,WIN
2017,J1,2nd Day 3rd Sec,2017-03-11 16:05:00,16:05,Sendai,0-2,Kobe,Yurtec.S,14369,0,2,LOSS,WIN
2017,J1,2nd Day 3rd Sec,2017-03-11 19:03:00,19:03,G-Osaka,3-0,FC-Tokyo,Suita S,24292,3,0,WIN,LOSS
2017,J1,1st Day 4th Sec,2017-03-18 14:03:00,14:03,Shimizu,2-3,Kashima,IAI.S,16951,2,3,LOSS,WIN
2017,J1,1st Day 4th Sec,2017-03-18 14:03:00,14:03,Yokohama F･M,1-1,Niigata,Nissan.S,20191,1,1,DRAW,DRAW
2017,J1,1st Day 4th Sec,2017-03-18 14:03:00,14:03,Sapporo,2-1,Hiroshima,Sapporo.D,12624,2,1,WIN,LOSS
2017,J1,1st Day 4th Sec,2017-03-18 14:04:00,14:04,Kofu,1-0,Omiya,Yamanashibank.S,10079,1,0,WIN,LOSS
2017,J1,1st Day 4th Sec,2017-03-18 15:03:00,15:03,C-Osaka,1-0,Tosu,KINCHO.S,13086,1,0,WIN,LOSS
2017,J1,1st Day 4th Sec,2017-03-18 15:03:00,15:03,Kashiwa,0-1,Sendai,Kashiwa,9905,0,1,LOSS,WIN
2017,J1,1st Day 4th Sec,2017-03-18 16:03:00,16:03,Kobe,1-0,Iwata,NOEVIR.S,17027,1,0,WIN,LOSS
2017,J1,1st Day 4th Sec,2017-03-18 19:04:00,19:04,FC-Tokyo,3-0,Kawasaki-F,Ajinomoto,36311,3,0,WIN,LOSS
2017,J1,2nd Day 4th Sec,2017-03-19 17:03:00,17:03,G-Osaka,1-1,Urawa,Suita S,34733,1,1,DRAW,DRAW
2017,J1,1st Day 5th Sec,2017-04-01 14:03:00,14:03,Niigata,2-3,G-Osaka,DENKA BIG SWAN,20043,2,3,LOSS,WIN
2017,J1,1st Day 5th Sec,2017-04-01 14:03:00,14:03,Sendai,0-2,Kawasaki-F,Yurtec.S,13122,0,2,LOSS,WIN
2017,J1,1st Day 5th Sec,2017-04-01 14:04:00,14:04,Hiroshima,0-2,Kashiwa,EDION Stadium.H,13639,0,2,LOSS,WIN
2017,J1,1st Day 5th Sec,2017-04-01 15:03:00,15:03,Iwata,3-1,Shimizu,Ecopa,40491,3,1,WIN,LOSS
2017,J1,1st Day 5th Sec,2017-04-01 15:03:00,15:03,C-Osaka,2-0,Yokohama F･M,KINCHO.S,14455,2,0,WIN,LOSS
2017,J1,1st Day 5th Sec,2017-04-01 16:04:00,16:04,FC-Tokyo,3-3,Tosu,Ajinomoto,19669,3,3,DRAW,DRAW
2017,J1,1st Day 5th Sec,2017-04-01 16:04:00,16:04,Kobe,1-3,Urawa,NOEVIR.S,18889,1,3,LOSS,WIN
2017,J1,1st Day 5th Sec,2017-04-01 19:04:00,19:04,Omiya,0-1,Kashima,NACK5.S,11676,0,1,LOSS,WIN
2017,J1,2nd Day 5th Sec,2017-04-02 17:04:00,17:04,Kofu,2-0,Sapporo,Yamanashibank.S,10195,2,0,WIN,LOSS
2017,J1,1st Day 6th Sec,2017-04-07 19:03:00,19:03,G-Osaka,0-1,Hiroshima,Suita S,13521,0,1,LOSS,WIN
2017,J1,1st Day 6th Sec,2017-04-07 19:34:00,19:34,Urawa,7-0,Sendai,Saitama.S,25372,7,0,WIN,LOSS
2017,J1,2nd Day 6th Sec,2017-04-08 14:04:00,14:04,Kawasaki-F,1-1,Kofu,Todoroki,19867,1,1,DRAW,DRAW
2017,J1,2nd Day 6th Sec,2017-04-08 15:03:00,15:03,Kashiwa,0-2,Shimizu,Kashiwa,9432,0,2,LOSS,WIN
2017,J1,2nd Day 6th Sec,2017-04-08 15:03:00,15:03,Omiya,0-2,Kobe,NACK5.S,9598,0,2,LOSS,WIN
2017,J1,2nd Day 6th Sec,2017-04-08 15:03:00,15:03,Kashima,0-1,C-Osaka,Kashima,21078,0,1,LOSS,WIN
2017,J1,2nd Day 6th Sec,2017-04-08 15:04:00,15:04,Tosu,3-0,Niigata,Best Amenity.S,8990,3,0,WIN,LOSS
2017,J1,2nd Day 6th Sec,2017-04-08 19:03:00,19:03,Yokohama F･M,2-1,Iwata,Nissan.S,38803,2,1,WIN,LOSS
2017,J1,2nd Day 6th Sec,2017-04-08 19:03:00,19:03,Sapporo,2-1,FC-Tokyo,Sapporo.D,16948,2,1,WIN,LOSS
2017,J1,1st Day 7th Sec,2017-04-16 13:05:00,13:05,Kofu,0-2,Niigata,Yamanashibank.S,10472,0,2,LOSS,WIN
2017,J1,1st Day 7th Sec,2017-04-16 13:06:00,13:06,Shimizu,1-1,Omiya,IAI.S,16277,1,1,DRAW,DRAW
2017,J1,1st Day 7th Sec,2017-04-16 13:08:00,13:08,Sapporo,1-1,Kawasaki-F,Sapporo.D,18155,1,1,DRAW,DRAW
2017,J1,1st Day 7th Sec,2017-04-16 14:01:00,14:01,C-Osaka,2-2,G-Osaka,YANMAR STADIUM,42438,2,2,DRAW,DRAW
2017,J1,1st Day 7th Sec,2017-04-16 14:04:00,14:04,FC-Tokyo,0-1,Urawa,Ajinomoto,38248,0,1,LOSS,WIN
2017,J1,1st Day 7th Sec,2017-04-16 15:03:00,15:03,Iwata,2-1,Tosu,Yamaha,11910,2,1,WIN,LOSS
2017,J1,1st Day 7th Sec,2017-04-16 16:03:00,16:03,Kobe,1-2,Kashiwa,NOEVIR.S,14377,1,2,LOSS,WIN
2017,J1,1st Day 7th Sec,2017-04-16 17:04:00,17:04,Hiroshima,0-1,Yokohama F･M,EDION Stadium.H,12651,0,1,LOSS,WIN
2017,J1,1st Day 7th Sec,2017-04-16 19:03:00,19:03,Sendai,1-4,Kashima,Yurtec.S,13159,1,4,LOSS,WIN
2017,J1,1st Day 8th Sec,2017-04-21 19:03:00,19:03,G-Osaka,6-0,Omiya,Suita S,13074,6,0,WIN,LOSS
2017,J1,1st Day 8th Sec,2017-04-21 19:03:00,19:03,Kawasaki-F,2-2,Shimizu,Todoroki,17358,2,2,DRAW,DRAW
2017,J1,2nd Day 8th Sec,2017-04-22 14:03:00,14:03,Kofu,1-1,C-Osaka,Yamanashibank.S,11038,1,1,DRAW,DRAW
2017,J1,2nd Day 8th Sec,2017-04-22 14:04:00,14:04,Urawa,3-2,Sapporo,Saitama.S,36880,3,2,WIN,LOSS
2017,J1,2nd Day 8th Sec,2017-04-22 14:04:00,14:04,Hiroshima,3-3,Sendai,EDION Stadium.H,10814,3,3,DRAW,DRAW
2017,J1,2nd Day 8th Sec,2017-04-22 15:03:00,15:03,Kashima,0-3,Iwata,Kashima,18276,0,3,LOSS,WIN
2017,J1,2nd Day 8th Sec,2017-04-22 15:03:00,15:03,Kashiwa,2-0,Yokohama F･M,Kashiwa,10268,2,0,WIN,LOSS
2017,J1,2nd Day 8th Sec,2017-04-22 16:03:00,16:03,Niigata,0-3,FC-Tokyo,DENKA BIG SWAN,18292,0,3,LOSS,WIN
2017,J1,2nd Day 8th Sec,2017-04-22 19:04:00,19:04,Tosu,1-0,Kobe,Best Amenity.S,11088,1,0,WIN,LOSS
2017,J1,1st Day 9th Sec,2017-04-30 13:03:00,13:03,Shimizu,0-3,Sendai,IAI.S,15228,0,3,LOSS,WIN
2017,J1,1st Day 9th Sec,2017-04-30 14:03:00,14:03,Niigata,0-1,Kashiwa,DENKA BIG SWAN,19782,0,1,LOSS,WIN
2017,J1,1st Day 9th Sec,2017-04-30 15:03:00,15:03,Iwata,2-2,Sapporo,Yamaha,14495,2,2,DRAW,DRAW
2017,J1,1st Day 9th Sec,2017-04-30 15:04:00,15:04,Omiya,1-0,Urawa,NACK5.S,12401,1,0,WIN,LOSS
2017,J1,1st Day 9th Sec,2017-04-30 15:04:00,15:04,FC-Tokyo,1-0,Hiroshima,Ajinomoto,25037,1,0,WIN,LOSS
2017,J1,1st Day 9th Sec,2017-04-30 16:03:00,16:03,Kashima,2-1,Tosu,Kashima,18462,2,1,WIN,LOSS
2017,J1,1st Day 9th Sec,2017-04-30 16:03:00,16:03,Kobe,0-1,Kofu,NOEVIR.S,14662,0,1,LOSS,WIN
2017,J1,1st Day 9th Sec,2017-04-30 17:03:00,17:03,Yokohama F･M,0-1,G-Osaka,Nissan.S,31808,0,1,LOSS,WIN
2017,J1,1st Day 9th Sec,2017-04-30 19:05:00,19:05,C-Osaka,2-0,Kawasaki-F,YANMAR STADIUM,25738,2,0,WIN,LOSS
2017,J1,1st Day 10th Sec,2017-05-04 14:02:00,14:02,Urawa,0-1,Kashima,Saitama.S,57447,0,1,LOSS,WIN
2017,J1,2nd Day 10th Sec,2017-05-05 14:03:00,14:03,G-Osaka,1-1,Shimizu,Suita S,31948,1,1,DRAW,DRAW
2017,J1,2nd Day 10th Sec,2017-05-05 15:03:00,15:03,Kawasaki-F,3-0,Niigata,Todoroki,25095,3,0,WIN,LOSS
2017,J1,3rd Day 10th Sec,2017-05-06 13:03:00,13:03,Sapporo,1-0,Omiya,Sapporo.D,15498,1,0,WIN,LOSS
2017,J1,3rd Day 10th Sec,2017-05-06 14:03:00,14:03,Kashiwa,1-0,C-Osaka,Kashiwa,14015,1,0,WIN,LOSS
2017,J1,3rd Day 10th Sec,2017-05-06 19:05:00,19:05,Hiroshima,1-1,Kobe,EDION Stadium.H,13421,1,1,DRAW,DRAW
2017,J1,4th Day 10th Sec,2017-05-07 14:03:00,14:03,Kofu,0-0,Iwata,Yamanashibank.S,12622,0,0,DRAW,DRAW
2017,J1,4th Day 10th Sec,2017-05-07 14:05:00,14:05,Sendai,0-2,FC-Tokyo,Yurtec.S,17281,0,2,LOSS,WIN
2017,J1,4th Day 10th Sec,2017-05-07 17:04:00,17:04,Tosu,1-0,Yokohama F･M,Best Amenity.S,21245,1,0,WIN,LOSS
2017,J1,1st Day 11th Sec,2017-05-14 13:03:00,13:03,Shimizu,1-1,Tosu,IAI.S,14172,1,1,DRAW,DRAW
2017,J1,1st Day 11th Sec,2017-05-14 14:03:00,14:03,Yokohama F･M,1-0,Kofu,NHK SPRING .F,11036,1,0,WIN,LOSS
2017,J1,1st Day 11th Sec,2017-05-14 14:03:00,14:03,Kashima,1-2,Kobe,Kashima,18626,1,2,LOSS,WIN
2017,J1,1st Day 11th Sec,2017-05-14 14:03:00,14:03,Niigata,1-6,Urawa,DENKA BIG SWAN,30864,1,6,LOSS,WIN
2017,J1,1st Day 11th Sec,2017-05-14 15:03:00,15:03,C-Osaka,5-2,Hiroshima,KINCHO.S,14351,5,2,WIN,LOSS
2017,J1,1st Day 11th Sec,2017-05-14 15:03:00,15:03,Iwata,0-2,Kawasaki-F,Yamaha,13782,0,2,LOSS,WIN
2017,J1,1st Day 11th Sec,2017-05-14 15:04:00,15:04,FC-Tokyo,1-2,Kashiwa,Ajinomoto,23950,1,2,LOSS,WIN
2017,J1,1st Day 11th Sec,2017-05-14 17:04:00,17:04,Omiya,2-1,Sendai,NACK5.S,9920,2,1,WIN,LOSS
2017,J1,1st Day 11th Sec,2017-05-14 19:03:00,19:03,Sapporo,0-2,G-Osaka,Sapporo.D,21174,0,2,LOSS,WIN
2017,J1,1st Day 12th Sec,2017-05-19 19:03:00,19:03,Kashima,0-3,Kawasaki-F,Kashima,10838,0,3,LOSS,WIN
2017,J1,2nd Day 12th Sec,2017-05-20 14:03:00,14:03,Yokohama F･M,1-1,Sendai,Nissan.S,16758,1,1,DRAW,DRAW
2017,J1,2nd Day 12th Sec,2017-05-20 14:03:00,14:03,Niigata,1-0,Sapporo,DENKA BIG SWAN,19253,1,0,WIN,LOSS
2017,J1,2nd Day 12th Sec,2017-05-20 14:03:00,14:03,Kofu,1-2,Hiroshima,Yamanashibank.S,8653,1,2,LOSS,WIN
2017,J1,2nd Day 12th Sec,2017-05-20 14:04:00,14:04,Urawa,3-3,Shimizu,Saitama.S,33458,3,3,DRAW,DRAW
2017,J1,2nd Day 12th Sec,2017-05-20 14:04:00,14:04,Iwata,0-2,Kashiwa,Yamaha,13470,0,2,LOSS,WIN
2017,J1,2nd Day 12th Sec,2017-05-20 16:03:00,16:03,Omiya,0-3,C-Osaka,NACK5.S,11823,0,3,LOSS,WIN
2017,J1,2nd Day 12th Sec,2017-05-20 19:03:00,19:03,G-Osaka,3-0,Tosu,Suita S,21366,3,0,WIN,LOSS
2017,J1,2nd Day 12th Sec,2017-05-20 19:04:00,19:04,Kobe,1-1,FC-Tokyo,NOEVIR.S,24814,1,1,DRAW,DRAW
2017,J1,1st Day 13th Sec,2017-05-27 14:03:00,14:03,Shimizu,1-3,Yokohama F･M,IAI.S,12865,1,3,LOSS,WIN
2017,J1,1st Day 13th Sec,2017-05-27 14:05:00,14:05,Hiroshima,0-0,Iwata,EDION Stadium.H,13008,0,0,DRAW,DRAW
2017,J1,1st Day 13th Sec,2017-05-27 15:03:00,15:03,Kashiwa,4-2,Omiya,Kashiwa,10807,4,2,WIN,LOSS
2017,J1,1st Day 13th Sec,2017-05-27 19:04:00,19:04,Tosu,1-0,Sapporo,Best Amenity.S,14416,1,0,WIN,LOSS
2017,J1,2nd Day 13th Sec,2017-05-28 13:04:00,13:04,Sendai,2-1,Niigata,Yurtec.S,14259,2,1,WIN,LOSS
2017,J1,2nd Day 13th Sec,2017-05-28 16:04:00,16:04,FC-Tokyo,1-1,Kofu,Ajinomoto,18953,1,1,DRAW,DRAW
2017,J1,2nd Day 13th Sec,2017-05-28 17:03:00,17:03,Kobe,1-2,C-Osaka,NOEVIR.S,20391,1,2,LOSS,WIN
2017,J1,1st Day 14th Sec,2017-06-04 13:03:00,13:03,Shimizu,0-2,FC-Tokyo,IAI.S,13442,0,2,LOSS,WIN
2017,J1,1st Day 14th Sec,2017-06-04 13:03:00,13:03,Sapporo,1-2,Kobe,Sapporo.D,12644,1,2,LOSS,WIN
2017,J1,1st Day 14th Sec,2017-06-04 14:03:00,14:03,Hiroshima,1-3,Kashima,EDION Stadium.H,15781,1,3,LOSS,WIN
2017,J1,1st Day 14th Sec,2017-06-04 15:03:00,15:03,Iwata,3-0,G-Osaka,Yamaha,13953,3,0,WIN,LOSS
2017,J1,1st Day 14th Sec,2017-06-04 15:03:00,15:03,C-Osaka,4-0,Niigata,KINCHO.S,13363,4,0,WIN,LOSS
2017,J1,1st Day 14th Sec,2017-06-04 15:03:00,15:03,Sendai,3-0,Kofu,Yurtec.S,13107,3,0,WIN,LOSS
2017,J1,1st Day 14th Sec,2017-06-04 16:03:00,16:03,Omiya,1-1,Tosu,NACK5.S,11631,1,1,DRAW,DRAW
2017,J1,1st Day 14th Sec,2017-06-04 17:03:00,17:03,Yokohama F･M,2-0,Kawasaki-F,Nissan.S,42483,2,0,WIN,LOSS
2017,J1,1st Day 14th Sec,2017-06-04 19:04:00,19:04,Kashiwa,1-0,Urawa,Kashiwa,14096,1,0,WIN,LOSS
2017,J1,1st Day 15th Sec,2017-06-17 18:33:00,18:33,Kashima,3-0,Sapporo,Kashima,20826,3,0,WIN,LOSS
2017,J1,1st Day 15th Sec,2017-06-17 19:03:00,19:03,Niigata,1-2,Omiya,DENKA BIG SWAN,27605,1,2,LOSS,WIN
2017,J1,1st Day 15th Sec,2017-06-17 19:03:00,19:03,Kobe,0-1,G-Osaka,NOEVIR.S,24522,0,1,LOSS,WIN
2017,J1,1st Day 15th Sec,2017-06-17 19:03:00,19:03,Kawasaki-F,1-0,Hiroshima,Todoroki,23209,1,0,WIN,LOSS
2017,J1,1st Day 15th Sec,2017-06-17 19:03:00,19:03,C-Osaka,1-1,Shimizu,YANMAR STADIUM,22737,1,1,DRAW,DRAW
2017,J1,1st Day 15th Sec,2017-06-17 19:04:00,19:04,Kofu,0-0,Kashiwa,Yamanashibank.S,10566,0,0,DRAW,DRAW
2017,J1,1st Day 15th Sec,2017-06-17 19:04:00,19:04,Tosu,1-1,Sendai,Best Amenity.S,10265,1,1,DRAW,DRAW
2017,J1,2nd Day 15th Sec,2017-06-18 18:04:00,18:04,FC-Tokyo,0-1,Yokohama F･M,Ajinomoto,23282,0,1,LOSS,WIN
2017,J1,2nd Day 15th Sec,2017-06-18 18:33:00,18:33,Urawa,2-4,Iwata,Saitama.S,34766,2,4,LOSS,WIN
2017,J1,1st Day 16th Sec,2017-06-25 18:03:00,18:03,Yokohama F･M,2-0,Kobe,Nissan.S,16673,2,0,WIN,LOSS
2017,J1,1st Day 16th Sec,2017-06-25 18:03:00,18:03,Iwata,2-0,FC-Tokyo,Yamaha,13816,2,0,WIN,LOSS
2017,J1,1st Day 16th Sec,2017-06-25 18:03:00,18:03,Shimizu,1-0,Kofu,IAI.S,11007,1,0,WIN,LOSS
2017,J1,1st Day 16th Sec,2017-06-25 18:03:00,18:03,Sendai,2-4,C-Osaka,Yurtec.S,15530,2,4,LOSS,WIN
2017,J1,1st Day 16th Sec,2017-06-25 18:33:00,18:33,Hiroshima,0-3,Omiya,EDION Stadium.H,11433,0,3,LOSS,WIN
2017,J1,1st Day 16th Sec,2017-06-25 18:34:00,18:34,Kashima,2-0,Niigata,Kashima,14136,2,0,WIN,LOSS
2017,J1,1st Day 16th Sec,2017-06-25 19:03:00,19:03,Kashiwa,2-1,Sapporo,Kashiwa,9769,2,1,WIN,LOSS
2017,J1,1st Day 16th Sec,2017-06-25 19:04:00,19:04,G-Osaka,1-1,Kawasaki-F,Suita S,24835,1,1,DRAW,DRAW
2017,J1,1st Day 16th Sec,2017-06-25 19:04:00,19:04,Tosu,2-1,Urawa,Best Amenity.S,17913,2,1,WIN,LOSS
2017,J1,1st Day 17th Sec,2017-07-01 14:03:00,14:03,Sapporo,1-0,Shimizu,Sapporo.D,12890,1,0,WIN,LOSS
2017,J1,1st Day 17th Sec,2017-07-01 19:03:00,19:03,Kawasaki-F,5-0,Kobe,Todoroki,19991,5,0,WIN,LOSS
2017,J1,1st Day 17th Sec,2017-07-01 19:03:00,19:03,Sendai,2-3,G-Osaka,Yurtec.S,14052,2,3,LOSS,WIN
2017,J1,1st Day 17th Sec,2017-07-01 19:03:00,19:03,Omiya,1-2,Yokohama F･M,NACK5.S,11448,1,2,LOSS,WIN
2017,J1,1st Day 17th Sec,2017-07-01 19:04:00,19:04,Niigata,0-2,Iwata,DENKA BIG SWAN,22379,0,2,LOSS,WIN
2017,J1,1st Day 17th Sec,2017-07-01 19:04:00,19:04,Urawa,4-3,Hiroshima,Saitama.S,30853,4,3,WIN,LOSS
2017,J1,2nd Day 17th Sec,2017-07-02 18:03:00,18:03,Kofu,0-0,Tosu,Yamanashibank.S,8169,0,0,DRAW,DRAW
2017,J1,2nd Day 17th Sec,2017-07-02 18:33:00,18:33,Kashiwa,2-3,Kashima,Kashiwa,13945,2,3,LOSS,WIN
2017,J1,2nd Day 17th Sec,2017-07-02 19:03:00,19:03,C-Osaka,3-1,FC-Tokyo,KINCHO.S,14305,3,1,WIN,LOSS
2017,J1,3rd Day 13th Sec,2017-07-05 19:03:00,19:03,G-Osaka,0-1,Kashima,Suita S,18626,0,1,LOSS,WIN
2017,J1,3rd Day 13th Sec,2017-07-05 19:03:00,19:03,Kawasaki-F,4-1,Urawa,Todoroki,22561,4,1,WIN,LOSS
2017,J1,1st Day 18th Sec,2017-07-08 18:03:00,18:03,Shimizu,2-0,G-Osaka,IAI.S,15766,2,0,WIN,LOSS
2017,J1,1st Day 18th Sec,2017-07-08 19:03:00,19:03,Iwata,1-0,Kofu,Yamaha,14159,1,0,WIN,LOSS
2017,J1,1st Day 18th Sec,2017-07-08 19:03:00,19:03,Tosu,2-3,Kawasaki-F,Best Amenity.S,12401,2,3,LOSS,WIN
2017,J1,1st Day 18th Sec,2017-07-08 19:03:00,19:03,Yokohama F･M,1-1,Hiroshima,Nissan.S,23517,1,1,DRAW,DRAW
2017,J1,1st Day 18th Sec,2017-07-08 19:03:00,19:03,Omiya,2-2,Sapporo,NACK5.S,11863,2,2,DRAW,DRAW
2017,J1,1st Day 18th Sec,2017-07-08 19:03:00,19:03,C-Osaka,2-1,Kashiwa,KINCHO.S,16759,2,1,WIN,LOSS
2017,J1,1st Day 18th Sec,2017-07-08 19:03:00,19:03,FC-Tokyo,2-2,Kashima,Ajinomoto,42979,2,2,DRAW,DRAW
2017,J1,1st Day 18th Sec,2017-07-08 19:04:00,19:04,Kobe,3-0,Sendai,NOEVIR.S,19207,3,0,WIN,LOSS
2017,J1,2nd Day 18th Sec,2017-07-09 18:33:00,18:33,Urawa,2-1,Niigata,Saitama.S,28740,2,1,WIN,LOSS
2017,J1,1st Day 22nd Sec,2017-07-22 19:04:00,19:04,C-Osaka,4-2,Urawa,YANMAR STADIUM,32711,4,2,WIN,LOSS
2017,J1,1st Day 19th Sec,2017-07-29 14:03:00,14:03,Sapporo,2-0,Urawa,Sapporo.D,33353,2,0,WIN,LOSS
2017,J1,1st Day 19th Sec,2017-07-29 18:33:00,18:33,Kashima,3-0,Kofu,Kashima,18413,3,0,WIN,LOSS
2017,J1,1st Day 19th Sec,2017-07-29 19:03:00,19:03,G-Osaka,3-1,C-Osaka,Suita S,36177,3,1,WIN,LOSS
2017,J1,1st Day 19th Sec,2017-07-29 19:03:00,19:03,Yokohama F･M,2-2,Shimizu,Nissan.S,24881,2,2,DRAW,DRAW
2017,J1,1st Day 19th Sec,2017-07-29 19:03:00,19:03,Kawasaki-F,2-5,Iwata,Todoroki,23858,2,5,LOSS,WIN
2017,J1,1st Day 19th Sec,2017-07-29 19:03:00,19:03,Kobe,3-1,Omiya,NOEVIR.S,19415,3,1,WIN,LOSS
2017,J1,2nd Day 19th Sec,2017-07-30 18:33:00,18:33,Sendai,1-1,Kashiwa,Yurtec.S,14202,1,1,DRAW,DRAW
2017,J1,2nd Day 19th Sec,2017-07-30 18:34:00,18:34,Hiroshima,0-1,Tosu,EDION Stadium.H,14974,0,1,LOSS,WIN
2017,J1,2nd Day 19th Sec,2017-07-30 19:04:00,19:04,FC-Tokyo,1-1,Niigata,Ajinomoto,21908,1,1,DRAW,DRAW
2017,J1,1st Day 20th Sec,2017-08-05 18:03:00,18:03,Kofu,1-0,G-Osaka,Yamanashibank.S,11275,1,0,WIN,LOSS
2017,J1,1st Day 20th Sec,2017-08-05 18:33:00,18:33,Kashima,2-0,Sendai,Kashima,17156,2,0,WIN,LOSS
2017,J1,1st Day 20th Sec,2017-08-05 19:03:00,19:03,Iwata,2-3,Hiroshima,Yamaha,14515,2,3,LOSS,WIN
2017,J1,1st Day 20th Sec,2017-08-05 19:03:00,19:03,Niigata,0-2,Yokohama F･M,DENKA BIG SWAN,24137,0,2,LOSS,WIN
2017,J1,1st Day 20th Sec,2017-08-05 19:03:00,19:03,Tosu,2-1,Shimizu,Best Amenity.S,9628,2,1,WIN,LOSS
2017,J1,1st Day 20th Sec,2017-08-05 19:03:00,19:03,Kashiwa,3-1,Kobe,Kashiwa,13284,3,1,WIN,LOSS
2017,J1,1st Day 20th Sec,2017-08-05 19:03:00,19:03,Kawasaki-F,1-1,FC-Tokyo,Todoroki,25043,1,1,DRAW,DRAW
2017,J1,1st Day 20th Sec,2017-08-05 19:04:00,19:04,Urawa,2-2,Omiya,Saitama.S,45411,2,2,DRAW,DRAW
2017,J1,1st Day 20th Sec,2017-08-05 19:04:00,19:04,C-Osaka,3-1,Sapporo,KINCHO.S,14208,3,1,WIN,LOSS
2017,J1,1st Day 21st Sec,2017-08-09 19:03:00,19:03,Omiya,1-2,FC-Tokyo,NACK5.S,11115,1,2,LOSS,WIN
2017,J1,1st Day 21st Sec,2017-08-09 19:03:00,19:03,Niigata,0-2,Kawasaki-F,DENKA BIG SWAN,18016,0,2,LOSS,WIN
2017,J1,1st Day 21st Sec,2017-08-09 19:03:00,19:03,Shimizu,3-2,C-Osaka,IAI.S,12324,3,2,WIN,LOSS
2017,J1,1st Day 21st Sec,2017-08-09 19:03:00,19:03,Kashiwa,0-0,Tosu,Kashiwa,9682,0,0,DRAW,DRAW
2017,J1,1st Day 21st Sec,2017-08-09 19:03:00,19:03,Kofu,0-1,Urawa,Yamanashibank.S,14489,0,1,LOSS,WIN
